2024-06-25 13:49:32.949 [main] INFO  br.edu.up.controles.AlunoController - Aluno adicionado: Aluno [nome=Thiago, id=1]
2024-06-25 20:04:06.827 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor adicionado: Instrutor{salario=4000.0, email='teste@gmail.com', dataAdmissao=2024-06-25T20:04:06.819122700, nome='teste', id=1, avaliacoes=[]}
2024-06-25 20:06:51.721 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor adicionado: Instrutor{salario=5000.0, email='teste 3', dataAdmissao=2024-06-25T20:06:51.708015700, nome='teste 2', id=3, avaliacoes=[]}
2024-06-25 20:07:01.789 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor removido: Instrutor{salario=5000.0, email='teste 3', dataAdmissao=2024-06-25T20:06:51.708015700, nome='teste 2', id=3, avaliacoes=[]}
2024-06-25 20:07:04.133 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor removido: Instrutor{salario=4000.0, email='teste@gmail.com', dataAdmissao=2024-06-25T20:04:06.819122700, nome='teste', id=2, avaliacoes=[]}
2024-06-25 20:07:13.527 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor adicionado: Instrutor{salario=500.0, email='teste', dataAdmissao=2024-06-25T20:07:13.526296300, nome='teste', id=4, avaliacoes=[]}
2024-06-25 20:07:29.461 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor removido: Instrutor{salario=500.0, email='teste', dataAdmissao=2024-06-25T20:07:13.526296300, nome='teste', id=4, avaliacoes=[]}
2024-06-25 20:07:50.637 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor adicionado: Instrutor{salario=5000.0, email='teste', dataAdmissao=2024-06-25T20:07:50.620934400, nome='teste', id=1, avaliacoes=[]}
2024-06-25 20:09:33.262 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor removido: Instrutor{salario=2000.0, email='teste@gmail.com', dataAdmissao=2024-06-25T15:13:25.352848800, nome='Teste', id=1, avaliacoes=[]}
2024-06-25 20:09:43.973 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor adicionado: Instrutor{salario=5000.0, email='teste 3', dataAdmissao=2024-06-25T20:09:43.973427, nome='teste 2', id=2, avaliacoes=[]}
2024-06-25 20:10:56.113 [main] INFO  br.edu.up.controles.InstrutorController - Instrutor removido: Instrutor{salario=5000.0, email='teste', dataAdmissao=2024-06-25T20:07:50.620934400, nome='teste', id=1, avaliacoes=[]}
2024-06-25 20:51:43.604 [main] INFO  br.edu.up.controles.AlunoController - Aluno adicionado: Aluno [nome=Jonas, id=4]
2024-06-25 20:52:47.193 [main] INFO  br.edu.up.controles.AlunoController - Aluno adicionado: Aluno [nome=SeiLá, id=5]
2024-06-25 20:55:29.010 [main] INFO  br.edu.up.controles.AlunoController - Aluno removido: Aluno [nome=Jonas, id=4, plano: Anual]
2024-06-25 20:56:27.670 [main] INFO  br.edu.up.controles.TreinoController - Treino adicionado: Treino[nome='teste', descricao='teste', id=6]
2024-06-25 20:56:45.558 [main] INFO  br.edu.up.controles.TreinoController - Treino removido: Treino[nome='teste', descricao='teste', id=6]
